Vendor Number,Proposal Number,Vendor Name,Bid Total,Engineers Estimate,Difference,Percentage Bid Total Over Estimate,Awarded,Letting Date
757A,C19898,MARTIN MARIETTA MATERIALS,"$2,406,339.27","$1,775,417.00","$630,922.27",35.54%,0,8/21/2014
,C19898 Average,,,,"$569,327.94",32.07%,,
1282A,C20189,"AMERICAN WEST CONSTRUCTION, LLC","$2,970,271.65","$2,497,031.00","$473,240.65",18.95%,0,8/21/2014
766C,C20189,MCATEE CONSTRUCTION CO.,"$2,282,371.15","$2,497,031.00","-$214,659.85",-8.60%,1,8/21/2014
870A,C20189,"SEMA CONSTRUCTION, INC.","$2,725,159.90","$2,497,031.00","$228,128.90",9.14%,0,8/21/2014
903A,C20189,"TLM CONSTRUCTORS, INC.","$2,299,242.50","$2,497,031.00","-$197,788.50",-7.92%,0,8/21/2014
,C20189 Average,,,,"$72,230.30",2.89%,,
905A,C20287,"ABCO CONTRACTING, INC.","$3,175,449.00","$3,194,889.85","-$19,440.85",-0.61%,1,8/21/2014
232A,C20287,"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$3,525,368.00","$3,194,889.85","$330,478.15",10.34%,0,8/21/2014
,C20287 Average,,,,"$155,518.65",4.87%,,
865A,C20364,"CONCRETE EXPRESS, INC.","$588,682.00","$499,307.20","$89,374.80",17.90%,0,8/22/2014
534A,C20364,"GOULD CONSTRUCTION, INC.","$499,307.20","$499,307.20",$0.00,0.00%,1,8/22/2014
854A,C20364,LAWSON CONSTRUCTION CO.,"$688,690.00","$499,307.20","$189,382.80",37.93%,0,8/22/2014
,C20364 Average,,,,"$92,919.20",18.61%,,
1470A,C19037,KRAEMER/OBAYASHI JV,"$6,523,064.57","$6,348,659.24","$174,405.33",2.75%,1,8/25/2014
,C19037 Average,,,,"$174,405.33",2.75%,,
164A,C19522,EDWARD KRAEMER AND SONS INCORPORATED,"$9,197,114.17","$8,800,000.00","$397,114.17",4.51%,0,8/28/2014
870A,C19522,"SEMA CONSTRUCTION, INC.","$8,995,000.00","$8,800,000.00","$195,000.00",2.22%,0,8/28/2014
255D,C19522,"WILDCAT CONSTRUCTION CO., INC.","$8,615,994.95","$8,800,000.00","-$184,005.05",-2.09%,1,8/28/2014
,C19522 Average,,,,"$136,036.37",1.55%,,
692A,C20217,NEW DESIGN CONSTRUCTION COMPANY,"$1,108,426.60","$1,822,565.70","-$714,139.10",-39.18%,1,8/28/2014
,C20217 Average,,,,"-$714,139.10",-39.18%,,
1574A,C20307,"MOUNTAIN CORRIDOR CONSTRUCTORS, LLC","$10,843,206.85","$10,850,336.97","-$7,130.12",-0.07%,1,8/29/2014
,C20307 Average,,,,"-$7,130.12",-0.07%,,
1507A,C20166,"PAONIA, INC dba PAONIA, LLC","$828,943.00","$891,634.00","-$62,691.00",-7.03%,1,9/4/2014
720A,C20166,"STURGEON ELECTRIC COMPANY, INC.","$913,907.00","$891,634.00","$22,273.00",2.50%,0,9/4/2014
1465A,C20166,"TK CONSTRUCTION US, LLC","$879,901.74","$891,634.00","-$11,732.26",-1.32%,0,9/4/2014
697A,C20166,"W.L. CONTRACTORS, INC.","$831,944.50","$891,634.00","-$59,689.50",-6.69%,0,9/4/2014
,C20166 Average,,,,"-$27,959.94",-3.14%,,
1507A,C20202,"PAONIA, INC dba PAONIA, LLC","$989,940.00","$762,356.00","$227,584.00",29.85%,0,9/4/2014
720A,C20202,"STURGEON ELECTRIC COMPANY, INC.","$929,104.00","$762,356.00","$166,748.00",21.87%,0,9/4/2014
1465A,C20202,"TK CONSTRUCTION US, LLC","$742,185.90","$762,356.00","-$20,170.10",-2.65%,1,9/4/2014
697A,C20202,"W.L. CONTRACTORS, INC.","$836,433.50","$762,356.00","$74,077.50",9.72%,0,9/4/2014
,C20202 Average,,,,"$112,059.85",14.70%,,
011A,C17866,AMES CONSTRUCTION INCORPORATED,"$22,303,951.00","$21,482,082.50","$821,868.50",3.83%,0,9/18/2014
1275A,C17866,"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$28,137,314.68","$21,482,082.50","$6,655,232.18",30.98%,0,9/18/2014
099H,C17866,"FLATIRON CONSTRUCTORS,  INC.","$22,811,282.77","$21,482,082.50","$1,329,200.27",6.19%,0,9/18/2014
1174A,C17866,HAMILTON CONSTRUCTION CO.,"$21,760,377.94","$21,482,082.50","$278,295.44",1.30%,0,9/18/2014
696A,C17866,"JALISCO INTERNATIONAL, INC.","$21,384,504.95","$21,482,082.50","-$97,577.55",-0.45%,1,9/18/2014
969A,C17866,M. A. MORTENSON COMPANY,"$24,317,275.10","$21,482,082.50","$2,835,192.60",13.20%,0,9/18/2014
870A,C17866,"SEMA CONSTRUCTION, INC.","$22,399,913.80","$21,482,082.50","$917,831.30",4.27%,0,9/18/2014
,C17866 Average,,,,"$1,820,006.11",8.47%,,
1174A,C19478A,HAMILTON CONSTRUCTION CO.,"$13,404,500.00","$11,916,668.55","$1,487,831.45",12.49%,0,9/18/2014
884A,C19478A,"HAMON INFRASTRUCTURE, INC.","$10,765,000.00","$11,916,668.55","-$1,151,668.55",-9.66%,1,9/18/2014
169A,C19478A,LAWRENCE CONSTRUCTION COMPANY,"$11,934,000.00","$11,916,668.55","$17,331.45",0.15%,0,9/18/2014
870A,C19478A,"SEMA CONSTRUCTION, INC.","$14,261,700.00","$11,916,668.55","$2,345,031.45",19.68%,0,9/18/2014
147A,C19478A,SKANSKA USA CIVIL WEST ROCKY MOUNTAIN DISTRICT INC.,"$14,112,111.95","$11,916,668.55","$2,195,443.40",18.42%,0,9/18/2014
,C19478A Average,,,,"$978,793.84",8.21%,,
1174A,C19478B,HAMILTON CONSTRUCTION CO.,"$12,829,500.00","$11,916,668.55","$912,831.45",7.66%,0,9/18/2014
884A,C19478B,"HAMON INFRASTRUCTURE, INC.","$10,765,000.00","$11,916,668.55","-$1,151,668.55",-9.66%,0,9/18/2014
169A,C19478B,LAWRENCE CONSTRUCTION COMPANY,"$12,134,000.00","$11,916,668.55","$217,331.45",1.82%,0,9/18/2014
870A,C19478B,"SEMA CONSTRUCTION, INC.","$14,799,900.00","$11,916,668.55","$2,883,231.45",24.19%,0,9/18/2014
147A,C19478B,SKANSKA USA CIVIL WEST ROCKY MOUNTAIN DISTRICT INC.,"$14,112,111.95","$11,916,668.55","$2,195,443.40",18.42%,0,9/18/2014
,C19478B Average,,,,"$1,011,433.84",8.49%,,
099H,C20068,"FLATIRON CONSTRUCTORS,  INC.","$9,261,207.72","$12,636,554.75","-$3,375,347.03",-26.71%,1,9/26/2014
,C20068 Average,,,,"-$3,375,347.03",-26.71%,,
158A,C19373,"GLASER ELECTRIC COMPANY, LLC","$2,660,761.02","$3,685,000.00","-$1,024,238.98",-27.79%,0,10/2/2014
720A,C19373,"STURGEON ELECTRIC COMPANY, INC.","$2,527,859.00","$3,685,000.00","-$1,157,141.00",-31.40%,1,10/2/2014
,C19373 Average,,,,"-$1,090,689.99",-29.60%,,
584A,C20500,"DIRTWORKS CONSTRUCTION, LLC","$263,254.50","$189,363.00","$73,891.50",39.02%,0,10/6/2014
547A,C20500,"OLDCASTLE SW GROUP, INC. dba UNITED COMPANIES OF MESA COUNTY","$227,589.00","$189,363.00","$38,226.00",20.19%,0,10/6/2014
1082A,C20500,"SORTER CONSTRUCTION, INC.","$189,363.00","$189,363.00",$0.00,0.00%,1,10/6/2014
,C20500 Average,,,,"$37,372.50",19.74%,,
360A,C20387,"MOUNTAIN CONSTRUCTORS, INC.","$1,467,013.63","$1,656,419.50","-$189,405.87",-11.43%,1,10/9/2014
903A,C20387,"TLM CONSTRUCTORS, INC.","$2,065,566.25","$1,656,419.50","$409,146.75",24.70%,0,10/9/2014
055A,C20387,"TRICON 2, LLC","$1,959,924.09","$1,656,419.50","$303,504.59",18.32%,0,10/9/2014
,C20387 Average,,,,"$174,415.16",10.53%,,
164A,C19589S,EDWARD KRAEMER AND SONS INCORPORATED,"$947,371.17","$493,244.50","$454,126.67",92.07%,1,10/14/2014
,C19589S Average,,,,"$454,126.67",92.07%,,
090A,C20413,INTERSTATE HIGHWAY CONSTRUCTION,"$1,837,650.04","$1,665,632.50","$172,017.54",10.33%,1,10/14/2014
854A,C20413,LAWSON CONSTRUCTION CO.,"$1,992,996.00","$1,665,632.50","$327,363.50",19.65%,0,10/14/2014
692A,C20413,NEW DESIGN CONSTRUCTION COMPANY,"$2,099,054.50","$1,665,632.50","$433,422.00",26.02%,0,10/14/2014
,C20413 Average,,,,"$310,934.35",18.67%,,
162A,C20086,KOLBE STRIPING INCORPORATED,"$329,964.75","$299,941.15","$30,023.60",10.01%,0,10/23/2014
607A,C20086,"ROADSAFE TRAFFIC SYSTEMS, INC","$228,619.25","$299,941.15","-$71,321.90",-23.78%,1,10/23/2014
,C20086 Average,,,,"-$20,649.15",-6.88%,,
1282A,C20158R,"AMERICAN WEST CONSTRUCTION, LLC","$1,044,652.00","$1,948,619.00","-$903,967.00",-46.39%,1,10/23/2014
032B,C20158R,BRANNAN CONSTRUCTION COMPANY,"$1,932,773.18","$1,948,619.00","-$15,845.82",-0.81%,0,10/23/2014
279A,C20158R,"TEZAK HEAVY EQUIPMENT CO., INC.","$1,390,744.65","$1,948,619.00","-$557,874.35",-28.63%,0,10/23/2014
,C20158R Average,,,,"-$492,562.39",-25.28%,,
045A,C20463,"HANK WILLIAMS, INC. dba WILLIAMS CONSTRUCTION CONTRACTORS","$1,497,466.93","$680,819.00","$816,647.93",119.95%,0,10/24/2014
672A,C20463,"OLDCASTLE SW GROUP, INC.","$945,585.26","$680,819.00","$264,766.26",38.89%,1,10/24/2014
147A,C20463,SKANSKA USA CIVIL WEST ROCKY MOUNTAIN DISTRICT INC.,"$1,664,440.54","$680,819.00","$983,621.54",144.48%,0,10/24/2014
,C20463 Average,,,,"$688,345.24",101.11%,,
219A,C19774,"FRC and B, Inc. dba FRONT RANGE STRIPING","$421,946.00","$486,567.50","-$64,621.50",-13.28%,0,10/30/2014
162A,C19774,KOLBE STRIPING INCORPORATED,"$517,406.90","$486,567.50","$30,839.40",6.34%,0,10/30/2014
1531A,C19774,"RDP BARRICADE CO., LLC DBA COLORADO BARRICADE COMPANY","$465,398.50","$486,567.50","-$21,169.00",-4.35%,0,10/30/2014
607A,C19774,"ROADSAFE TRAFFIC SYSTEMS, INC","$396,536.60","$486,567.50","-$90,030.90",-18.50%,1,10/30/2014
,C19774 Average,,,,"-$36,245.50",-7.45%,,
1275A,C12372,"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$26,572,274.20","$16,941,418.50","$9,630,855.70",56.85%,0,11/13/2014
174A,C12372,CONNELL RESOURCES INCORPORATED,"$22,798,896.35","$16,941,418.50","$5,857,477.85",34.57%,0,11/13/2014
090A,C12372,INTERSTATE HIGHWAY CONSTRUCTION,"$28,876,232.58","$16,941,418.50","$11,934,814.08",70.45%,0,11/13/2014
854A,C12372,LAWSON CONSTRUCTION CO.,"$20,873,054.24","$16,941,418.50","$3,931,635.74",23.21%,1,11/13/2014
870A,C12372,"SEMA CONSTRUCTION, INC.","$24,206,268.70","$16,941,418.50","$7,264,850.20",42.88%,0,11/13/2014
,C12372 Average,,,,"$7,723,926.71",45.59%,,
028B,C19735R,"AGGREGATE INDUSTRIES - WCR, INC.","$4,454,892.80","$3,567,843.50","$887,049.30",24.86%,0,11/13/2014
637A,C19735R,"APC CONSTRUCTION CO., LLC","$3,633,428.90","$3,567,843.50","$65,585.40",1.84%,1,11/13/2014
924A,C19735R,"ASPHALT SPECIALTIES CO., INC.","$4,141,875.40","$3,567,843.50","$574,031.90",16.09%,0,11/13/2014
032A,C19735R,"BRANNAN SAND AND GRAVEL, LLC","$4,238,329.83","$3,567,843.50","$670,486.33",18.79%,0,11/13/2014
,C19735R Average,,,,"$549,288.23",15.40%,,
232A,C19910,"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$41,595,431.00","$37,799,509.10","$3,795,921.90",10.04%,0,11/13/2014
011A,C19910,AMES CONSTRUCTION INCORPORATED,"$41,864,744.00","$37,799,509.10","$4,065,234.90",10.75%,0,11/13/2014
160A,C19910,"KIRKLAND CONSTRUCTION, L.L.L.P.","$39,200,463.85","$37,799,509.10","$1,400,954.75",3.71%,1,11/13/2014
870A,C19910,"SEMA CONSTRUCTION, INC.","$40,428,589.90","$37,799,509.10","$2,629,080.80",6.96%,0,11/13/2014
147A,C19910,SKANSKA USA CIVIL WEST ROCKY MOUNTAIN DISTRICT INC.,"$43,228,354.75","$37,799,509.10","$5,428,845.65",14.36%,0,11/13/2014
,C19910 Average,,,,"$3,464,007.60",9.16%,,
110E,C20167,"INTERMOUNTAIN SLURRY SEAL, INC.","$4,290,413.43","$3,609,960.00","$680,453.43",18.85%,0,11/13/2014
672A,C20167,"OLDCASTLE SW GROUP, INC.","$3,755,321.70","$3,609,960.00","$145,361.70",4.03%,1,11/13/2014
,C20167 Average,,,,"$412,907.57",11.44%,,
162A,C20388,KOLBE STRIPING INCORPORATED,"$546,248.00","$451,682.00","$94,566.00",20.94%,0,11/13/2014
1531A,C20388,"RDP BARRICADE CO., LLC DBA COLORADO BARRICADE COMPANY","$517,957.50","$451,682.00","$66,275.50",14.67%,0,11/13/2014
607A,C20388,"ROADSAFE TRAFFIC SYSTEMS, INC","$498,318.00","$451,682.00","$46,636.00",10.32%,1,11/13/2014
,C20388 Average,,,,"$69,159.17",15.31%,,
065A,C18972R,CONCRETE WORKS OF COLORADO INCORPORATED,"$7,275,354.60","$6,727,515.00","$547,839.60",8.14%,1,11/20/2014
090A,C18972R,INTERSTATE HIGHWAY CONSTRUCTION,"$7,902,392.95","$6,727,515.00","$1,174,877.95",17.46%,0,11/20/2014
S4792,C18972R,VILLALOBOS CONCRETE INC,"$8,112,438.15","$6,727,515.00","$1,384,923.15",20.59%,0,11/20/2014
,C18972R Average,,,,"$1,035,880.23",15.40%,,
1057A,C19803,A-1 CHIPSEAL COMPANY,"$2,059,085.00","$1,085,186.00","$973,899.00",89.74%,0,11/20/2014
110E,C19803,"INTERMOUNTAIN SLURRY SEAL, INC.","$1,380,299.00","$1,085,186.00","$295,113.00",27.19%,0,11/20/2014
103A,C19803,INTERSTATE IMPROVEMENT formerly KNISH CORPORATION,"$1,558,175.00","$1,085,186.00","$472,989.00",43.59%,0,11/20/2014
211A,C19803,"INTERSTATE SEALANT & CONCRETE, INC.","$1,050,295.00","$1,085,186.00","-$34,891.00",-3.22%,1,11/20/2014
,C19803 Average,,,,"$426,777.50",39.33%,,
447A,C20106R,IDEAL FENCING CORPORATION,"$951,427.75","$1,044,638.50","-$93,210.75",-8.92%,1,11/20/2014
,C20106R Average,,,,"-$93,210.75",-8.92%,,
1552A,C20346R,"CS Construction, Inc.","$555,555.55","$406,868.00","$148,687.55",36.54%,0,11/20/2014
697A,C20346R,"W.L. CONTRACTORS, INC.","$445,168.00","$406,868.00","$38,300.00",9.41%,1,11/20/2014
,C20346R Average,,,,"$93,493.78",22.98%,,
005A,C19751,A and S CONSTRUCTION CO.,"$12,349,873.30","$10,300,000.00","$2,049,873.30",19.90%,0,12/4/2014
190A,C19751,"RBK CONSTRUCTION, INC.","$12,728,219.49","$10,300,000.00","$2,428,219.49",23.57%,0,12/4/2014
701A,C19751,"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$13,904,434.67","$10,300,000.00","$3,604,434.67",34.99%,0,12/4/2014
870A,C19751,"SEMA CONSTRUCTION, INC.","$11,040,839.15","$10,300,000.00","$740,839.15",7.19%,0,12/4/2014
279A,C19751,"TEZAK HEAVY EQUIPMENT CO., INC.","$9,879,315.18","$10,300,000.00","-$420,684.82",-4.08%,0,12/4/2014
025A,C19751,TONY J. BELTRAMO AND SONS INCORPORATED,"$9,838,465.70","$10,300,000.00","-$461,534.30",-4.48%,1,12/4/2014
,C19751 Average,,,,"$1,323,524.58",12.85%,,
1554A,C20168,"American Civil Constructors West Coast, LLC","$9,056,972.65","$7,057,238.50","$1,999,734.15",28.34%,0,12/4/2014
1557A,C20168,"Myers and Sons Construction, LP","$8,926,672.00","$7,057,238.50","$1,869,433.50",26.49%,0,12/4/2014
102A,C20168,THE TRUESDELL CORPORATION,"$7,343,343.00","$7,057,238.50","$286,104.50",4.05%,1,12/4/2014
,C20168 Average,,,,"$1,385,090.72",19.63%,,
924A,C18340R,"ASPHALT SPECIALTIES CO., INC.","$3,555,553.00","$2,576,863.30","$978,689.70",37.98%,0,12/11/2014
1275A,C18340R,"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$2,707,809.04","$2,576,863.30","$130,945.74",5.08%,1,12/11/2014
865A,C18340R,"CONCRETE EXPRESS, INC.","$3,258,888.64","$2,576,863.30","$682,025.34",26.47%,0,12/11/2014
090A,C18340R,INTERSTATE HIGHWAY CONSTRUCTION,"$3,149,100.95","$2,576,863.30","$572,237.65",22.21%,0,12/11/2014
1055A,C18340R,J-2 CONTRACTING COMPANY,"$2,861,318.59","$2,576,863.30","$284,455.29",11.04%,0,12/11/2014
969A,C18340R,M. A. MORTENSON COMPANY,"$3,009,715.80","$2,576,863.30","$432,852.50",16.80%,0,12/11/2014
360A,C18340R,"MOUNTAIN CONSTRUCTORS, INC.","$2,848,293.34","$2,576,863.30","$271,430.04",10.53%,0,12/11/2014
S4792,C18340R,VILLALOBOS CONCRETE INC,"$3,058,789.06","$2,576,863.30","$481,925.76",18.70%,0,12/11/2014
,C18340R Average,,,,"$479,320.25",18.60%,,
232A,C19007,"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$4,297,000.00","$3,764,523.30","$532,476.70",14.14%,0,12/11/2014
534A,C19007,"GOULD CONSTRUCTION, INC.","$4,615,390.91","$3,764,523.30","$850,867.61",22.60%,0,12/11/2014
1415A,C19007,"RALPH L. WADSWORTH CONSTRUCTION COMPANY, LLC.","$3,806,341.02","$3,764,523.30","$41,817.72",1.11%,1,12/11/2014
1086A,C19007,"STRUCTURES, INC.","$4,294,611.84","$3,764,523.30","$530,088.54",14.08%,0,12/11/2014
,C19007 Average,,,,"$488,812.64",12.98%,,
005A,C19173,A and S CONSTRUCTION CO.,"$5,627,000.00","$6,092,304.85","-$465,304.85",-7.64%,1,12/11/2014
027A,C19173,"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$6,133,081.25","$6,092,304.85","$40,776.40",0.67%,0,12/11/2014
,C19173 Average,,,,"-$212,264.23",-3.48%,,
232A,C19760R,"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$1,171,470.00","$999,717.80","$171,752.20",17.18%,0,12/11/2014
692A,C19760R,NEW DESIGN CONSTRUCTION COMPANY,"$1,097,014.75","$999,717.80","$97,296.95",9.73%,0,12/11/2014
1465A,C19760R,"TK CONSTRUCTION US, LLC","$1,078,243.05","$999,717.80","$78,525.25",7.85%,1,12/11/2014
,C19760R Average,,,,"$115,858.13",11.59%,,
178A,C17476,MAIN ELECTRIC LTD,"$723,910.21","$739,899.50","-$15,989.29",-2.16%,0,12/18/2014
697A,C17476,"W.L. CONTRACTORS, INC.","$556,846.50","$739,899.50","-$183,053.00",-24.74%,1,12/18/2014
,C17476 Average,,,,"-$99,521.15",-13.45%,,
011A,C18908-COMBO,AMES CONSTRUCTION INCORPORATED,"$14,410,520.00","$12,601,373.05","$1,809,146.95",14.36%,0,12/18/2014
884A,C18908-COMBO,"HAMON INFRASTRUCTURE, INC.","$11,669,000.00","$12,601,373.05","-$932,373.05",-7.40%,1,12/18/2014
696A,C18908-COMBO,"JALISCO INTERNATIONAL, INC.","$12,559,880.65","$12,601,373.05","-$41,492.40",-0.33%,0,12/18/2014
169A,C18908-COMBO,LAWRENCE CONSTRUCTION COMPANY,"$12,904,955.59","$12,601,373.05","$303,582.54",2.41%,0,12/18/2014
,C18908-COMBO Average,,,,"$284,716.01",2.26%,,
1565A,C19086R,Access Limited Construction,"$1,478,235.00","$625,235.00","$853,000.00",136.43%,0,12/18/2014
192B,C19086R,"MIDWEST ROCKFALL, INC.","$655,755.00","$625,235.00","$30,520.00",4.88%,1,12/18/2014
,C19086R Average,,,,"$441,760.00",70.66%,,
028B,C19356R,"AGGREGATE INDUSTRIES - WCR, INC.","$3,739,964.05","$3,365,205.10","$374,758.95",11.14%,0,12/18/2014
924A,C19356R,"ASPHALT SPECIALTIES CO., INC.","$3,330,775.15","$3,365,205.10","-$34,429.95",-1.02%,1,12/18/2014
032A,C19356R,"BRANNAN SAND AND GRAVEL, LLC","$3,721,039.50","$3,365,205.10","$355,834.40",10.57%,0,12/18/2014
071A,C19356R,COULSON EXCAVATING COMPANY INCORPORATED,"$3,601,919.30","$3,365,205.10","$236,714.20",7.03%,0,12/18/2014
757A,C19356R,MARTIN MARIETTA MATERIALS,"$4,247,335.83","$3,365,205.10","$882,130.73",26.21%,0,12/18/2014
,C19356R Average,,,,"$363,001.67",10.79%,,
110E,C19440,"INTERMOUNTAIN SLURRY SEAL, INC.","$1,682,549.25","$1,699,966.70","-$17,417.45",-1.02%,0,1/8/2015
766C,C19440,MCATEE CONSTRUCTION CO.,"$1,673,270.85","$1,699,966.70","-$26,695.85",-1.57%,1,1/8/2015
672A,C19440,"OLDCASTLE SW GROUP, INC.","$1,994,414.00","$1,699,966.70","$294,447.30",17.32%,0,1/8/2015
,C19440 Average,,,,"$83,444.67",4.91%,,
621A,C20304,GMCO LIMITED LIABILITY COMPANY OF COLORADO,"$2,874,422.71","$2,022,965.40","$851,457.31",42.09%,0,1/8/2015
110E,C20304,"INTERMOUNTAIN SLURRY SEAL, INC.","$2,397,106.05","$2,022,965.40","$374,140.65",18.49%,0,1/8/2015
672A,C20304,"OLDCASTLE SW GROUP, INC.","$2,099,628.35","$2,022,965.40","$76,662.95",3.79%,1,1/8/2015
,C20304 Average,,,,"$434,086.97",21.46%,,
905A,C20305,"ABCO CONTRACTING, INC.","$1,674,923.00","$2,001,544.00","-$326,621.00",-16.32%,0,1/8/2015
435A,C20305,G.A. WESTERN CONSTRUCTION CO.,"$1,330,090.30","$2,001,544.00","-$671,453.70",-33.55%,1,1/8/2015
147A,C20305,SKANSKA USA CIVIL WEST ROCKY MOUNTAIN DISTRICT INC.,"$2,148,247.00","$2,001,544.00","$146,703.00",7.33%,0,1/8/2015
,C20305 Average,,,,"-$283,790.57",-14.18%,,
868A,C20373,"ARROW ELECTRIC SERVICE, INC.","$663,975.60","$700,000.00","-$36,024.40",-5.15%,1,1/8/2015
1342A,C20373,"CC ENTERPRISES - TRAFFIC CONTROL SPECIALISTS, INC.","$909,568.00","$700,000.00","$209,568.00",29.94%,0,1/8/2015
1552A,C20373,"CS Construction, Inc.","$777,777.00","$700,000.00","$77,777.00",11.11%,0,1/8/2015
1531A,C20373,"RDP BARRICADE CO., LLC DBA COLORADO BARRICADE COMPANY","$730,081.25","$700,000.00","$30,081.25",4.30%,0,1/8/2015
1465A,C20373,"TK CONSTRUCTION US, LLC","$753,133.59","$700,000.00","$53,133.59",7.59%,0,1/8/2015
,C20373 Average,,,,"$66,907.09",9.56%,,
065A,C19279,CONCRETE WORKS OF COLORADO INCORPORATED,"$1,789,232.00","$1,100,224.70","$689,007.30",62.62%,0,1/15/2015
090A,C19279,INTERSTATE HIGHWAY CONSTRUCTION,"$1,657,821.85","$1,100,224.70","$557,597.15",50.68%,0,1/15/2015
1581,C19279,"KRAEMER NORTH AMERICA, LLC","$1,308,577.65","$1,100,224.70","$208,352.95",18.94%,1,1/15/2015
692A,C19279,NEW DESIGN CONSTRUCTION COMPANY,"$1,573,161.50","$1,100,224.70","$472,936.80",42.99%,0,1/15/2015
,C19279 Average,,,,"$481,973.55",43.81%,,
695A,C20124R,KIEWIT INFRASTRUCTURE CO.,"$886,197.00","$995,000.00","-$108,803.00",-10.93%,1,1/15/2015
780A,C20124R,"LOBOS STRUCTURES, LLC","$912,651.13","$995,000.00","-$82,348.87",-8.28%,0,1/15/2015
010A,C20124R,NORAA CONCRETE CONSTRUCTION CORPORATION,"$1,308,880.96","$995,000.00","$313,880.96",31.55%,0,1/15/2015
903A,C20124R,"TLM CONSTRUCTORS, INC.","$929,412.00","$995,000.00","-$65,588.00",-6.59%,0,1/15/2015
055A,C20124R,"TRICON 2, LLC","$1,275,000.00","$995,000.00","$280,000.00",28.14%,0,1/15/2015
,C20124R Average,,,,"$67,428.22",6.78%,,
005A,C20085,A and S CONSTRUCTION CO.,"$11,637,000.00","$8,976,258.80","$2,660,741.20",29.64%,0,1/22/2015
027A,C20085,"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$10,044,884.43","$8,976,258.80","$1,068,625.63",11.91%,0,1/22/2015
091A,C20085,ELAM CONSTRUCTION INCORPORATED,"$7,634,452.82","$8,976,258.80","-$1,341,805.98",-14.95%,1,1/22/2015
672A,C20085,"OLDCASTLE SW GROUP, INC.","$7,749,883.99","$8,976,258.80","-$1,226,374.81",-13.66%,0,1/22/2015
,C20085 Average,,,,"$290,296.51",3.23%,,
1282A,C19471R,"AMERICAN WEST CONSTRUCTION, LLC","$2,541,837.00","$2,579,533.50","-$37,696.50",-1.46%,1,1/29/2015
,C19471R Average,,,,"-$37,696.50",-1.46%,,
379A,C19860,HARRISON WESTERN CONSTRUCTION CORPORATION,"$3,811,456.26","$1,798,630.20","$2,012,826.06",111.91%,0,1/29/2015
244A,C19860,"Kissner General Contractors, Inc.","$2,597,356.57","$1,798,630.20","$798,726.37",44.41%,0,1/29/2015
297A,C19860,ROCK SOLID SOLUTIONS CORPORATION,"$1,895,254.40","$1,798,630.20","$96,624.20",5.37%,1,1/29/2015
,C19860 Average,,,,"$969,392.21",53.90%,,
005A,C19282,A and S CONSTRUCTION CO.,"$8,300,000.00","$8,016,142.50","$283,857.50",3.54%,0,2/5/2015
027A,C19282,"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$9,035,354.12","$8,016,142.50","$1,019,211.62",12.71%,0,2/5/2015
091A,C19282,ELAM CONSTRUCTION INCORPORATED,"$10,959,906.65","$8,016,142.50","$2,943,764.15",36.72%,0,2/5/2015
672A,C19282,"OLDCASTLE SW GROUP, INC.","$7,105,490.51","$8,016,142.50","-$910,651.99",-11.36%,1,2/5/2015
592A,C19282,W.W. CLYDE & CO.,"$8,385,388.62","$8,016,142.50","$369,246.12",4.61%,0,2/5/2015
,C19282 Average,,,,"$741,085.48",9.24%,,
084A,C19384,DUCKELS CONSTRUCTION INCORPORATED,"$1,724,146.85","$1,385,135.00","$339,011.85",24.48%,0,2/5/2015
780A,C19384,"LOBOS STRUCTURES, LLC","$1,711,657.60","$1,385,135.00","$326,522.60",23.57%,0,2/5/2015
692A,C19384,NEW DESIGN CONSTRUCTION COMPANY,"$1,818,997.75","$1,385,135.00","$433,862.75",31.32%,0,2/5/2015
944A,C19384,"PRECISION EXCAVATING, INC.","$1,654,384.81","$1,385,135.00","$269,249.81",19.44%,1,2/5/2015
055A,C19384,"TRICON 2, LLC","$1,743,000.00","$1,385,135.00","$357,865.00",25.84%,0,2/5/2015
,C19384 Average,,,,"$345,302.40",24.93%,,
232A,C19553,"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,944,999.00","$1,829,591.55","$1,115,407.45",60.96%,0,2/5/2015
884A,C19553,"HAMON INFRASTRUCTURE, INC.","$2,090,000.00","$1,829,591.55","$260,408.45",14.23%,0,2/5/2015
,C19553 Average,,,,"$687,907.95",37.60%,,
005A,C19652,A and S CONSTRUCTION CO.,"$5,227,000.00","$5,500,000.00","-$273,000.00",-4.96%,0,2/5/2015
027A,C19652,"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$5,220,211.87","$5,500,000.00","-$279,788.13",-5.09%,1,2/5/2015
